InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV492091,S00117,Product 117,4,14-06-2025,18.08,C1116,Germany
INV911062,S00072,Product 072,8,05-06-2024,20.48,C1113,Germany
INV495793,S00065,Product 065,7,20-10-2024,60.99,C1064,Germany
INV610235,S00098,Product 098,1,13-04-2025,105.55,C1024,United Kingdom
INV157513,S00104,Product 104,6,14-07-2025,52.16,C1049,Spain
INV274413,S00009,Product 009,5,13-07-2025,104.06,C1060,Germany
INV865149,S00109,Product 109,3,23-02-2024,121.17,C1081,Spain
INV410289,S00083,Product 083,3,30-06-2025,131.88,C1038,India
INV478910,S00107,Product 107,6,10-03-2024,8.62,C1005,France
INV631331,S00086,Product 086,1,21-12-2024,116.51,C1098,USA
INV152070,S00111,Product 111,6,19-07-2025,23.78,C1113,Germany
INV555949,S00033,Product 033,8,02-02-2025,105.34,C1009,USA
INV411558,S00023,Product 023,1,30-07-2025,57.01,C1038,Germany
INV233757,S00024,Product 024,1,28-07-2024,106.75,C1052,Germany
INV476502,S00031,Product 031,1,10-07-2024,33.65,C1091,USA
INV502116,S00026,Product 026,7,17-07-2024,97.46,C1092,France
INV267693,S00053,Product 053,8,03-08-2024,20.58,C1041,India
INV588759,S00024,Product 024,9,19-02-2025,27.12,C1037,India
INV771561,S00019,Product 019,1,02-10-2024,92.94,C1048,France
INV340599,S00063,Product 063,5,24-03-2025,51.84,C1028,Germany
INV969876,S00095,Product 095,1,10-09-2024,106.16,C1052,France
INV651200,S00017,Product 017,4,06-07-2024,103.4,C1031,France
INV795773,S00061,Product 061,3,25-04-2024,94,C1007,France
INV163144,S00079,Product 079,6,01-12-2024,110.12,C1085,Germany
INV790721,S00084,Product 084,9,30-06-2025,119.5,C1094,USA
INV402945,S00013,Product 013,8,06-06-2025,136.89,C1034,Spain
INV739128,S00088,Product 088,1,03-06-2024,13.92,C1048,India
INV823848,S00004,Product 004,3,17-10-2024,86.59,C1048,Spain
INV325358,S00029,Product 029,3,04-03-2025,112.82,C1002,France
INV333356,S00038,Product 038,3,07-01-2025,34.11,C1065,Germany
INV153566,S00102,Product 102,4,10-02-2024,41.02,C1055,USA
INV644658,S00023,Product 023,6,25-12-2024,41.51,C1112,United Kingdom
INV796628,S00094,Product 094,7,24-01-2024,86.71,C1044,Germany
INV469026,S00118,Product 118,9,11-03-2024,56.19,C1095,India
INV244888,S00115,Product 115,7,01-02-2025,100.58,C1046,Spain
INV384813,S00037,Product 037,3,03-03-2024,92.32,C1022,Spain
INV462559,S00012,Product 012,2,25-07-2024,99.25,C1041,United Kingdom
INV924517,S00027,Product 027,4,23-12-2024,39.34,C1105,Germany
INV211617,S00092,Product 092,8,02-02-2025,115.57,C1030,Spain
INV408935,S00024,Product 024,9,28-09-2024,100.28,C1101,Germany
INV674255,S00077,Product 077,4,27-02-2024,21.34,C1079,France
INV313008,S00045,Product 045,2,30-04-2025,31.63,C1089,USA
INV896261,S00092,Product 092,1,31-07-2025,46.54,C1090,Spain
INV918370,S00073,Product 073,1,24-06-2025,140.53,C1062,Spain
INV442097,S00070,Product 070,6,31-03-2025,50.3,C1072,Germany
INV771349,S00094,Product 094,6,01-09-2024,4.94,C1008,Spain
INV780328,S00114,Product 114,6,16-06-2025,22.96,C1083,USA
INV713619,S00044,Product 044,1,23-10-2024,6.76,C1085,Spain
INV267837,S00063,Product 063,4,23-03-2024,61.62,C1012,India
INV144581,S00075,Product 075,2,01-06-2025,119.98,C1062,USA
INV412499,S00098,Product 098,4,13-07-2024,68.66,C1061,USA
INV218084,S00058,Product 058,6,24-07-2025,126.17,C1037,France
INV363092,S00045,Product 045,3,11-08-2024,9.03,C1007,Germany
INV674505,S00101,Product 101,6,12-06-2025,71.52,C1001,Germany
INV629921,S00114,Product 114,3,22-11-2024,118.49,C1025,India
INV288489,S00068,Product 068,5,11-10-2024,101.86,C1027,France
INV115939,S00013,Product 013,5,29-06-2024,128.22,C1025,India
INV303073,S00035,Product 035,4,23-05-2025,42.53,C1072,India
INV509321,S00056,Product 056,2,06-02-2024,76.13,C1050,Spain
INV801223,S00084,Product 084,6,12-10-2024,102.18,C1013,United Kingdom
INV428627,S00080,Product 080,9,12-08-2024,26.94,C1010,India
INV357332,S00098,Product 098,6,26-11-2024,122.74,C1078,Germany
INV596214,S00004,Product 004,7,03-06-2024,48.1,C1112,Spain
INV164428,S00056,Product 056,8,08-02-2025,15.81,C1098,Germany
INV302903,S00084,Product 084,1,22-08-2024,115.32,C1090,United Kingdom
INV132788,S00118,Product 118,8,24-04-2024,106.34,C1038,Spain
INV573054,S00017,Product 017,3,29-04-2024,132.78,C1084,France
INV498859,S00105,Product 105,6,27-02-2025,134.03,C1009,Spain
INV624294,S00001,Product 001,9,08-06-2024,43.22,C1020,France
INV655415,S00024,Product 024,9,05-07-2024,96.92,C1016,France
INV455608,S00101,Product 101,4,16-01-2025,149.87,C1022,United Kingdom
INV881995,S00094,Product 094,8,19-07-2024,38.08,C1042,Germany
INV926424,S00116,Product 116,6,23-08-2024,71.99,C1005,USA
INV199723,S00072,Product 072,2,28-05-2024,136.7,C1097,India
INV928108,S00074,Product 074,3,28-07-2024,17.26,C1085,France
INV277005,S00064,Product 064,9,25-02-2025,139.38,C1076,United Kingdom
INV323568,S00061,Product 061,9,20-11-2024,74.25,C1021,USA
INV576820,S00062,Product 062,9,29-08-2025,134.17,C1104,India
INV126464,S00035,Product 035,4,14-04-2025,93.96,C1000,United Kingdom
INV427697,S00102,Product 102,3,11-01-2024,101.37,C1119,Germany
INV275134,S00043,Product 043,8,18-08-2024,116.4,C1087,Germany
INV534283,S00073,Product 073,1,25-06-2024,11.94,C1024,USA
INV833215,S00080,Product 080,9,23-12-2024,94.91,C1023,USA
INV931711,S00064,Product 064,6,10-06-2024,138.74,C1083,France
INV290965,S00073,Product 073,6,10-08-2025,143.51,C1096,Germany
INV590401,S00006,Product 006,4,01-07-2024,145.31,C1055,Spain
INV526974,S00038,Product 038,9,13-11-2024,97.58,C1007,Germany
INV473608,S00054,Product 054,7,15-03-2024,95.73,C1059,United Kingdom
INV669425,S00047,Product 047,1,07-07-2025,83.76,C1057,Germany
INV990494,S00109,Product 109,5,08-07-2025,91.92,C1039,Germany
INV464716,S00107,Product 107,8,27-04-2025,92.59,C1108,United Kingdom
INV158694,S00085,Product 085,1,01-08-2024,8.28,C1041,India
INV924370,S00042,Product 042,7,05-02-2024,15.15,C1029,France
INV938901,S00007,Product 007,3,08-03-2025,93.67,C1081,Spain
INV390129,S00090,Product 090,5,17-09-2024,48.5,C1074,Spain
INV551495,S00106,Product 106,8,25-08-2025,46.61,C1074,India
INV876328,S00059,Product 059,5,28-02-2025,30.63,C1060,India
INV553380,S00099,Product 099,1,23-11-2024,120.56,C1038,Spain
INV533077,S00111,Product 111,1,22-08-2025,144.72,C1030,USA
INV929766,S00066,Product 066,7,01-05-2025,94.91,C1014,Spain
INV845923,S00025,Product 025,9,05-10-2024,141.92,C1022,United Kingdom
INV556591,S00003,Product 003,3,12-01-2024,132.81,C1069,USA
INV245350,S00091,Product 091,9,26-02-2024,34.25,C1048,India
INV494565,S00067,Product 067,5,26-09-2024,24.72,C1088,France
INV708807,S00019,Product 019,1,07-12-2024,33.31,C1096,France
INV345239,S00007,Product 007,5,19-01-2024,16.24,C1067,USA
INV583552,S00116,Product 116,9,17-03-2024,88.27,C1012,France
INV692934,S00039,Product 039,3,04-03-2025,43.83,C1000,France
INV176518,S00039,Product 039,9,01-04-2025,137.11,C1027,India
INV612680,S00075,Product 075,6,19-01-2024,92.78,C1033,Germany
INV763801,S00044,Product 044,4,04-11-2024,55.22,C1008,France
INV292910,S00109,Product 109,7,19-02-2024,147.73,C1093,India
INV593573,S00082,Product 082,4,15-03-2025,143.07,C1044,Germany
INV738470,S00043,Product 043,1,22-05-2025,117.24,C1089,United Kingdom
INV139860,S00032,Product 032,8,12-06-2025,119.17,C1025,France
INV679677,S00103,Product 103,4,29-12-2024,146.64,C1001,Germany
INV333769,S00071,Product 071,6,17-01-2025,90.87,C1016,France
INV457600,S00110,Product 110,7,17-07-2025,132.24,C1056,United Kingdom
INV683199,S00042,Product 042,1,07-01-2025,11.59,C1057,Spain
INV103960,S00003,Product 003,7,28-09-2024,84,C1052,Spain
INV115111,S00107,Product 107,4,03-04-2025,76.37,C1115,Germany
INV501922,S00029,Product 029,5,25-12-2024,7.58,C1078,Spain
INV954790,S00101,Product 101,5,27-05-2025,14.87,C1087,United Kingdom
INV105452,S00085,Product 085,7,15-11-2024,5.23,C1014,United Kingdom
INV809903,S00028,Product 028,2,12-06-2025,45.51,C1055,France
INV167498,S00091,Product 091,1,28-01-2024,9.92,C1074,United Kingdom
INV540038,S00010,Product 010,4,23-01-2024,64.63,C1070,USA
INV487548,S00047,Product 047,2,01-03-2024,122.29,C1113,Germany
INV521281,S00043,Product 043,3,04-12-2024,92.85,C1057,France
INV173727,S00079,Product 079,6,07-03-2025,101.72,C1044,Germany
INV778178,S00064,Product 064,8,11-05-2024,6.66,C1113,France
INV348098,S00073,Product 073,7,04-04-2024,126.25,C1040,United Kingdom
INV793946,S00057,Product 057,3,07-06-2025,23.64,C1068,USA
INV689941,S00089,Product 089,8,01-04-2025,46.79,C1003,Germany
INV596160,S00020,Product 020,4,29-01-2025,78.49,C1019,France
INV377753,S00086,Product 086,2,23-10-2024,139.64,C1006,USA
INV687037,S00006,Product 006,7,12-09-2024,149.73,C1050,France
INV997882,S00011,Product 011,5,13-01-2024,117.83,C1111,India
INV930813,S00087,Product 087,4,24-04-2024,109.94,C1008,United Kingdom
INV924670,S00019,Product 019,6,29-06-2025,80.1,C1117,Germany
INV297734,S00092,Product 092,7,25-07-2024,100.51,C1104,India
INV626778,S00016,Product 016,3,04-03-2025,23.37,C1000,Germany
INV458023,S00018,Product 018,2,03-03-2025,41.84,C1001,France
INV970251,S00111,Product 111,5,07-07-2024,147.73,C1108,United Kingdom
INV955075,S00022,Product 022,1,04-05-2024,146.98,C1070,Spain
INV881214,S00109,Product 109,6,24-02-2025,49.8,C1020,France
INV246458,S00042,Product 042,4,26-02-2024,37.68,C1114,USA
INV387008,S00095,Product 095,2,27-10-2024,35.97,C1067,France
INV740147,S00112,Product 112,6,23-06-2025,73.76,C1076,India
INV774635,S00014,Product 014,4,08-03-2025,35.12,C1081,USA
INV415260,S00040,Product 040,4,09-04-2025,97.98,C1024,USA
INV223148,S00069,Product 069,2,20-02-2024,13.07,C1043,India
INV223219,S00103,Product 103,7,01-05-2024,17.34,C1015,Spain
INV716095,S00023,Product 023,9,16-06-2024,42.99,C1063,France
INV508752,S00023,Product 023,6,26-06-2024,117.06,C1118,United Kingdom
INV541973,S00044,Product 044,3,28-04-2024,49.85,C1075,United Kingdom
INV833827,S00025,Product 025,8,14-08-2025,71.68,C1083,France
INV115143,S00032,Product 032,2,10-04-2024,99.18,C1023,Spain
INV779077,S00016,Product 016,3,06-03-2025,118.7,C1065,United Kingdom
INV346806,S00099,Product 099,1,22-12-2024,47.45,C1119,USA
INV938087,S00095,Product 095,8,06-01-2025,110.18,C1010,USA
INV959843,S00018,Product 018,1,10-05-2024,44.34,C1024,United Kingdom
INV551922,S00064,Product 064,5,06-07-2024,97.38,C1086,United Kingdom
INV384248,S00077,Product 077,2,03-01-2025,68.73,C1001,USA
INV309863,S00075,Product 075,2,30-06-2024,139.14,C1024,Germany
INV263308,S00118,Product 118,6,26-02-2025,147.35,C1113,Germany
INV999284,S00077,Product 077,8,25-01-2024,116.57,C1002,Germany
INV268778,S00082,Product 082,1,14-02-2024,137.49,C1051,India
INV501907,S00004,Product 004,2,18-03-2025,22.2,C1039,United Kingdom
INV531291,S00010,Product 010,3,09-01-2025,98.86,C1047,Germany
INV711262,S00074,Product 074,9,27-01-2024,31.36,C1030,France
INV858383,S00109,Product 109,1,30-06-2025,42.99,C1033,Spain
INV602196,S00048,Product 048,2,03-01-2024,79.38,C1091,USA
INV782200,S00077,Product 077,4,03-08-2025,111.81,C1003,Germany
INV610017,S00025,Product 025,3,19-03-2025,108.78,C1015,Germany
INV493166,S00055,Product 055,1,23-08-2025,130.68,C1031,Spain
INV241974,S00090,Product 090,5,30-07-2025,84.77,C1099,France
INV287853,S00079,Product 079,6,09-07-2024,139.1,C1047,Spain
INV489175,S00014,Product 014,2,04-04-2025,133.41,C1004,Germany
INV141458,S00105,Product 105,7,08-05-2024,127.66,C1062,Spain
INV384725,S00111,Product 111,1,13-10-2024,35.97,C1075,USA
INV516366,S00057,Product 057,7,25-05-2024,80.65,C1054,India
INV525371,S00041,Product 041,3,22-10-2024,110.96,C1010,India
INV833296,S00064,Product 064,3,14-06-2025,146.46,C1105,United Kingdom
INV970892,S00096,Product 096,2,22-09-2024,3.72,C1102,USA
INV756713,S00054,Product 054,8,26-02-2024,50.41,C1109,India
INV171582,S00004,Product 004,5,16-07-2024,52.67,C1115,Spain
INV467740,S00009,Product 009,7,23-04-2025,44.7,C1038,United Kingdom
INV756919,S00097,Product 097,2,13-11-2024,122.98,C1050,Spain
INV635231,S00094,Product 094,1,06-12-2024,8.67,C1115,India
INV512005,S00092,Product 092,1,19-09-2024,55.2,C1053,Spain
INV492621,S00016,Product 016,4,27-06-2024,107.33,C1103,United Kingdom
INV465362,S00021,Product 021,3,29-12-2024,62.2,C1077,United Kingdom
INV621113,S00047,Product 047,7,19-01-2025,23.32,C1111,France
INV260902,S00028,Product 028,8,30-06-2025,92.41,C1001,India
INV565754,S00047,Product 047,3,10-01-2025,79.35,C1084,France
INV285280,S00067,Product 067,4,27-08-2025,147.31,C1096,India
INV712869,S00034,Product 034,4,17-05-2025,112.78,C1023,USA
INV878272,S00015,Product 015,7,17-02-2024,147.95,C1088,USA
INV556937,S00048,Product 048,6,26-08-2024,29.58,C1023,Spain
INV448821,S00086,Product 086,6,21-08-2024,114.72,C1108,India
INV946548,S00074,Product 074,1,02-01-2024,83.64,C1109,United Kingdom
INV693722,S00039,Product 039,4,19-04-2024,107.45,C1000,United Kingdom
INV485224,S00038,Product 038,9,08-04-2025,71.2,C1060,India
INV125905,S00070,Product 070,4,02-08-2024,33.43,C1045,India
INV114324,S00021,Product 021,2,30-03-2024,8.77,C1106,Germany
INV299337,S00100,Product 100,2,23-06-2024,126.07,C1038,Spain
INV312735,S00104,Product 104,1,16-06-2024,122.59,C1086,Germany
INV749259,S00004,Product 004,8,16-04-2024,26.06,C1014,United Kingdom
INV550545,S00116,Product 116,1,02-03-2024,97.49,C1025,France
INV999962,S00003,Product 003,6,09-04-2025,111.18,C1118,France
INV586514,S00055,Product 055,4,16-05-2025,84.53,C1046,India
INV912807,S00080,Product 080,1,28-10-2024,48.95,C1091,USA
INV597145,S00039,Product 039,8,09-01-2025,132.38,C1116,USA
INV422362,S00025,Product 025,7,12-07-2025,97.08,C1115,United Kingdom
INV743096,S00006,Product 006,8,27-05-2025,108.59,C1002,USA
INV504483,S00087,Product 087,9,20-01-2024,98.51,C1027,Spain
INV347183,S00005,Product 005,9,02-08-2025,108.75,C1085,Germany
INV525902,S00058,Product 058,7,10-02-2024,23.47,C1111,Spain
INV698412,S00047,Product 047,5,17-01-2024,138.54,C1117,United Kingdom
INV438002,S00116,Product 116,7,02-09-2024,44.3,C1086,France
INV733628,S00111,Product 111,5,29-03-2025,125.81,C1012,India
INV982643,S00098,Product 098,2,18-02-2024,134.22,C1089,USA
INV470152,S00087,Product 087,4,27-06-2024,98.38,C1032,Germany
INV365711,S00065,Product 065,5,08-06-2024,90.55,C1097,Germany
INV461951,S00042,Product 042,1,29-08-2024,18.14,C1065,Spain
INV854434,S00020,Product 020,8,22-08-2025,66.56,C1022,United Kingdom
INV261032,S00116,Product 116,9,20-07-2024,92.52,C1101,USA
INV976308,S00046,Product 046,4,07-05-2024,14.12,C1118,Germany
INV472588,S00052,Product 052,5,15-03-2024,18.5,C1060,Germany
INV857452,S00017,Product 017,8,30-04-2024,149.04,C1097,Germany
INV808133,S00033,Product 033,5,21-03-2024,51.17,C1007,France
INV805219,S00076,Product 076,7,14-12-2024,53.76,C1032,India
INV918074,S00051,Product 051,5,12-09-2024,39.23,C1015,USA
INV266367,S00070,Product 070,3,29-10-2024,97.61,C1034,India
INV634251,S00026,Product 026,8,20-05-2025,72.02,C1045,Spain
INV189103,S00010,Product 010,2,18-12-2024,118.98,C1051,Germany
INV369433,S00106,Product 106,3,04-04-2024,77.85,C1038,USA
INV136528,S00052,Product 052,7,17-08-2024,4.28,C1065,USA
INV714060,S00043,Product 043,7,09-07-2024,73.44,C1026,Spain
INV646954,S00035,Product 035,9,17-05-2025,10.17,C1041,India
INV766130,S00079,Product 079,7,05-07-2024,124.36,C1100,Germany
INV258604,S00068,Product 068,1,25-03-2024,18.82,C1067,France
INV398991,S00047,Product 047,8,23-03-2025,34.11,C1003,India
INV708706,S00111,Product 111,4,17-09-2024,70.07,C1039,France
INV843892,S00108,Product 108,1,28-02-2024,30.89,C1099,India
INV897107,S00024,Product 024,6,23-02-2025,81.8,C1021,USA
INV166326,S00077,Product 077,2,07-05-2024,70.18,C1110,USA
INV462276,S00116,Product 116,4,11-06-2025,142.97,C1035,Germany
INV109678,S00059,Product 059,5,21-05-2025,15.08,C1075,France
INV836665,S00004,Product 004,-1,12-08-2024,87.36,C1057,France
INV210673,S00016,Product 016,8,03-12-2024,108.62,C1075,Spain
INV839931,S00080,Product 080,5,11-12-2024,20.89,C1095,India
INV240407,S00108,Product 108,9,01-02-2025,96.2,C1017,Germany
INV113832,S00016,Product 016,5,12-02-2024,129.91,C1042,Germany
INV891035,S00066,Product 066,6,16-07-2024,118.56,C1068,Germany
INV494930,S00060,Product 060,8,13-04-2024,140.41,C1031,India
INV482483,S00034,Product 034,2,28-02-2025,108.65,C1045,USA
INV682061,S00076,Product 076,9,12-02-2024,60.31,C1106,United Kingdom
INV347438,S00105,Product 105,2,10-11-2024,138.23,C1027,USA
INV721715,S00029,Product 029,9,18-03-2025,35.35,C1022,United Kingdom
INV486167,S00007,Product 007,6,30-07-2025,88.39,C1069,Spain
INV345394,S00043,Product 043,5,24-06-2024,115.32,C1011,United Kingdom
INV455356,S00038,Product 038,2,05-01-2024,131.1,C1000,USA
INV105529,S00087,Product 087,6,16-03-2025,137.65,C1104,India
INV371315,S00064,Product 064,5,01-01-2024,14.58,C1033,France
INV632302,S00003,Product 003,9,10-02-2024,109.46,C1014,India
INV224109,S00041,Product 041,8,25-08-2025,32.21,C1078,USA
INV206693,S00088,Product 088,5,08-06-2025,117.31,C1057,Germany
INV690323,S00057,Product 057,4,06-03-2025,105.7,C1054,Spain
INV485407,S00067,Product 067,4,23-05-2025,28.84,C1052,Germany
INV222943,S00032,Product 032,4,15-02-2024,125.26,C1017,India
INV773051,S00039,Product 039,1,24-02-2024,70.34,C1103,Spain
INV797881,S00016,Product 016,1,01-07-2024,82.49,C1000,India
INV131286,S00010,Product 010,7,15-01-2024,145.77,C1057,Spain
INV281519,S00005,Product 005,3,24-06-2025,99.18,C1032,Spain
INV433310,S00075,Product 075,4,04-02-2024,89.11,C1077,United Kingdom
INV758233,S00019,Product 019,7,26-11-2024,4.48,C1065,USA
INV166627,S00069,Product 069,6,03-06-2025,31.48,C1046,Germany
INV825026,S00114,Product 114,4,22-03-2025,5.93,C1064,France
INV387497,S00083,Product 083,7,22-05-2024,51.33,C1027,Spain
INV212793,S00069,Product 069,2,12-10-2024,52.99,C1015,USA
INV877033,S00014,Product 014,5,29-11-2024,80.49,C1108,Spain
INV178071,S00059,Product 059,1,11-04-2025,104.09,C1073,Germany
INV216619,S00107,Product 107,5,16-09-2024,28.54,C1078,Germany
INV954614,S00046,Product 046,1,22-06-2024,91.04,C1119,Germany
INV567609,S00099,Product 099,9,28-04-2025,137.71,C1108,Spain
INV516741,S00085,Product 085,6,22-06-2025,29.38,C1070,India
INV718621,S00032,Product 032,3,24-10-2024,99.55,C1095,India
INV667211,S00017,Product 017,6,18-01-2024,8.75,C1063,India
INV652202,S00003,Product 003,4,31-10-2024,80.61,C1028,India
INV120934,S00033,Product 033,5,24-06-2025,111.75,C1074,USA
INV596560,S00040,Product 040,2,24-08-2025,7.04,C1109,USA
INV350838,S00079,Product 079,5,31-08-2024,51.38,C1105,Germany
INV826901,S00069,Product 069,1,01-04-2024,131.94,C1060,Germany
INV554857,S00058,Product 058,2,13-12-2024,35.37,C1113,United Kingdom
INV211391,S00087,Product 087,6,20-05-2025,108.99,C1023,Germany
INV897595,S00092,Product 092,5,28-07-2025,92.61,C1004,Spain
INV355855,S00085,Product 085,3,01-02-2024,26.23,C1048,Spain
INV344295,S00107,Product 107,1,25-06-2024,111.77,C1024,USA
INV942647,S00043,Product 043,4,17-10-2024,80.75,C1114,Spain
INV797671,S00098,Product 098,9,29-02-2024,18.58,C1013,USA
INV873566,S00051,Product 051,7,22-06-2025,142.51,C1064,Spain
INV695990,S00022,Product 022,1,09-03-2024,74.81,C1092,USA
INV919435,S00018,Product 018,9,08-02-2025,112.27,C1013,India
INV203743,S00011,Product 011,4,12-07-2025,34.22,C1005,France
INV639976,S00114,Product 114,6,20-02-2025,22.3,C1066,USA
INV364037,S00021,Product 021,1,09-04-2025,111.71,C1108,USA
INV458581,S00100,Product 100,3,09-06-2024,101.73,C1001,Germany
INV314077,S00094,Product 094,8,18-05-2025,42.57,C1002,Germany
INV284533,S00053,Product 053,3,11-09-2024,112.45,C1111,United Kingdom
INV498274,S00109,Product 109,2,07-02-2024,76.74,C1072,USA
INV926460,S00109,Product 109,1,10-08-2024,53.59,C1084,France
INV671800,S00111,Product 111,9,31-07-2024,118.46,C1033,Spain
INV414416,S00060,Product 060,8,13-11-2024,93.28,C1037,Germany
INV490077,S00036,Product 036,1,10-06-2024,77.08,C1056,France
